node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Apob	Itih2	10090.ENSMUSP00000036044	10090.ENSMUSP00000046530	0	0	0	0	0.574	0	0	0.132	0.614
Apob	Ttr	10090.ENSMUSP00000036044	10090.ENSMUSP00000074783	0	0	0	0	0.285	0	0	0.538	0.656
Apob	C8a	10090.ENSMUSP00000036044	10090.ENSMUSP00000067541	0	0	0	0	0.623	0	0	0.128	0.657
Apob	Gc	10090.ENSMUSP00000036044	10090.ENSMUSP00000046636	0	0	0	0	0.557	0	0	0.271	0.663
Apob	Saa2	10090.ENSMUSP00000036044	10090.ENSMUSP00000075365	0	0	0	0	0.162	0	0.540	0.291	0.703
Apob	Serpinc1	10090.ENSMUSP00000036044	10090.ENSMUSP00000068971	0	0	0	0	0.565	0	0	0.363	0.711
Apob	Saa1	10090.ENSMUSP00000036044	10090.ENSMUSP00000119150	0	0	0	0	0.164	0	0.540	0.325	0.718
Apob	Fgb	10090.ENSMUSP00000036044	10090.ENSMUSP00000039472	0	0	0	0	0.658	0	0	0.291	0.747
Apob	Fga	10090.ENSMUSP00000036044	10090.ENSMUSP00000133117	0	0	0	0	0.709	0	0	0.289	0.784
Apob	Fgg	10090.ENSMUSP00000036044	10090.ENSMUSP00000037018	0	0	0	0	0.724	0	0	0.265	0.788
Apob	Crp	10090.ENSMUSP00000036044	10090.ENSMUSP00000044665	0	0	0	0	0.217	0	0	0.851	0.879
Apob	Apoc1	10090.ENSMUSP00000036044	10090.ENSMUSP00000104091	0	0	0	0	0.176	0	0.600	0.723	0.901
Apob	Pltp	10090.ENSMUSP00000036044	10090.ENSMUSP00000061519	0	0	0	0	0.062	0	0.720	0.780	0.937
Apob	Lcat	10090.ENSMUSP00000036044	10090.ENSMUSP00000038232	0	0	0	0	0.169	0	0.720	0.753	0.937
Apob	Apoc2	10090.ENSMUSP00000036044	10090.ENSMUSP00000115173	0	0	0	0	0.240	0.149	0.720	0.702	0.939
Apob	Lrp1	10090.ENSMUSP00000036044	10090.ENSMUSP00000044004	0	0	0	0	0.062	0.244	0.900	0.411	0.952
Apob	Apoe	10090.ENSMUSP00000036044	10090.ENSMUSP00000133302	0	0	0	0	0.130	0.161	0.720	0.983	0.996
Apoc1	Apoh	10090.ENSMUSP00000104091	10090.ENSMUSP00000000049	0	0	0	0	0.290	0	0.540	0.577	0.850
Apoc1	Serpinf1	10090.ENSMUSP00000104091	10090.ENSMUSP00000000769	0	0	0	0	0.079	0	0	0.134	0.168
Apoc1	Pon1	10090.ENSMUSP00000104091	10090.ENSMUSP00000002663	0	0	0	0	0.419	0	0.540	0.574	0.876
Apoc1	Apoc4	10090.ENSMUSP00000104091	10090.ENSMUSP00000003071	0	0	0	0	0.370	0	0.800	0.776	0.969
Apoc1	Itih3	10090.ENSMUSP00000104091	10090.ENSMUSP00000006697	0	0	0	0	0.261	0	0	0.131	0.331
Apoc1	Itih4	10090.ENSMUSP00000104091	10090.ENSMUSP00000006703	0	0	0	0	0.250	0	0	0.088	0.287
Apoc1	Saa4	10090.ENSMUSP00000104091	10090.ENSMUSP00000006952	0	0	0	0	0.095	0	0.540	0.430	0.741
Apoc1	Plg	10090.ENSMUSP00000104091	10090.ENSMUSP00000014578	0	0	0	0	0.348	0	0	0.302	0.526
Apoc1	Cd5l	10090.ENSMUSP00000104091	10090.ENSMUSP00000015998	0	0	0	0	0.162	0	0	0.140	0.248
Apoc1	Vtn	10090.ENSMUSP00000104091	10090.ENSMUSP00000017488	0	0	0	0	0.288	0	0	0.194	0.401
Apoc1	Serpina3n	10090.ENSMUSP00000104091	10090.ENSMUSP00000021506	0	0	0	0	0.121	0	0	0.092	0.168
Apoc1	Gpld1	10090.ENSMUSP00000104091	10090.ENSMUSP00000021773	0	0	0	0	0.101	0	0.540	0.158	0.621
Apoc1	F12	10090.ENSMUSP00000104091	10090.ENSMUSP00000021948	0	0	0	0	0.220	0	0	0.082	0.253
Apoc1	Cpb2	10090.ENSMUSP00000104091	10090.ENSMUSP00000022576	0	0	0	0	0.203	0	0	0.056	0.215
Apoc1	Clu	10090.ENSMUSP00000104091	10090.ENSMUSP00000022616	0	0	0	0	0.088	0	0.540	0.582	0.809
Apoc1	C9	10090.ENSMUSP00000104091	10090.ENSMUSP00000022749	0	0	0	0	0.187	0	0	0.170	0.296
Apoc1	Serpind1	10090.ENSMUSP00000104091	10090.ENSMUSP00000023450	0	0	0	0	0.233	0	0	0.241	0.393
Apoc1	Fetub	10090.ENSMUSP00000104091	10090.ENSMUSP00000023587	0	0	0	0	0.280	0	0	0.198	0.398
Apoc1	Kng1	10090.ENSMUSP00000104091	10090.ENSMUSP00000023589	0	0	0	0	0.416	0	0	0.195	0.510
Apoc1	Hrg	10090.ENSMUSP00000104091	10090.ENSMUSP00000023590	0	0	0	0	0.249	0	0	0.150	0.335
Apoc1	Serping1	10090.ENSMUSP00000104091	10090.ENSMUSP00000023994	0	0	0	0	0.195	0	0	0.120	0.261
Apoc1	C3	10090.ENSMUSP00000104091	10090.ENSMUSP00000024988	0	0	0	0	0.229	0	0	0.236	0.386
Apoc1	Cfb	10090.ENSMUSP00000104091	10090.ENSMUSP00000025229	0	0	0	0	0.175	0	0	0.103	0.228
Apoc1	C2	10090.ENSMUSP00000104091	10090.ENSMUSP00000025230	0	0	0	0	0.132	0	0	0.137	0.219
Apoc1	Apom	10090.ENSMUSP00000104091	10090.ENSMUSP00000025249	0	0	0	0	0.204	0	0.540	0.631	0.853
Apoc1	Mbl2	10090.ENSMUSP00000104091	10090.ENSMUSP00000025797	0	0	0	0	0.213	0	0	0.072	0.238
Apoc1	Rbp4	10090.ENSMUSP00000104091	10090.ENSMUSP00000025951	0	0	0	0	0.420	0	0	0.213	0.524
Apoc1	Cpn1	10090.ENSMUSP00000104091	10090.ENSMUSP00000026210	0	0	0	0	0.175	0	0	0	0.175
Apoc1	Cps1	10090.ENSMUSP00000104091	10090.ENSMUSP00000027144	0	0	0	0	0.285	0	0	0.204	0.406
Apoc1	Spp2	10090.ENSMUSP00000104091	10090.ENSMUSP00000027518	0	0	0	0	0.210	0	0	0	0.210
Apoc1	F13b	10090.ENSMUSP00000104091	10090.ENSMUSP00000027615	0	0	0	0	0.189	0	0	0.074	0.217
Apoc1	C4bp	10090.ENSMUSP00000104091	10090.ENSMUSP00000027657	0	0	0	0	0.172	0	0	0.155	0.271
Apoc1	Hc	10090.ENSMUSP00000104091	10090.ENSMUSP00000028233	0	0	0	0	0.203	0	0	0.066	0.223
Apoc1	Gsn	10090.ENSMUSP00000104091	10090.ENSMUSP00000028239	0	0	0	0	0	0	0	0.174	0.174
Apoc1	Fcna	10090.ENSMUSP00000104091	10090.ENSMUSP00000028307	0	0	0	0	0.133	0	0	0.087	0.175
Apoc1	F2	10090.ENSMUSP00000104091	10090.ENSMUSP00000028681	0	0	0	0	0.291	0	0	0.109	0.341
Apoc1	Bche	10090.ENSMUSP00000104091	10090.ENSMUSP00000029367	0	0	0	0	0.128	0	0	0.158	0.234
Apoc1	Orm1	10090.ENSMUSP00000104091	10090.ENSMUSP00000030044	0	0	0	0	0.288	0	0	0.263	0.454
Apoc1	Hgfac	10090.ENSMUSP00000104091	10090.ENSMUSP00000030985	0	0	0	0	0.169	0	0	0.100	0.220
Apoc1	C8b	10090.ENSMUSP00000104091	10090.ENSMUSP00000031663	0	0	0	0	0.181	0	0	0.118	0.247
Apoc1	Mug1	10090.ENSMUSP00000104091	10090.ENSMUSP00000032228	0	0	0	0	0.257	0	0	0	0.257
Apoc1	Pzp	10090.ENSMUSP00000104091	10090.ENSMUSP00000032510	0	0	0	0	0.220	0	0	0.251	0.391
Apoc1	Hpx	10090.ENSMUSP00000104091	10090.ENSMUSP00000033185	0	0	0	0	0.389	0	0	0.101	0.428
Apoc1	F7	10090.ENSMUSP00000104091	10090.ENSMUSP00000033820	0	0	0	0	0.166	0	0	0	0.166
Apoc1	Proz	10090.ENSMUSP00000104091	10090.ENSMUSP00000033822	0	0	0	0	0.163	0	0	0	0.163
Apoc1	Ces1c	10090.ENSMUSP00000104091	10090.ENSMUSP00000034189	0	0	0	0	0.210	0	0	0	0.210
Apoc1	Apoc3	10090.ENSMUSP00000104091	10090.ENSMUSP00000034586	0	0	0	0	0.425	0	0.800	0.814	0.976
Apoc1	Trf	10090.ENSMUSP00000104091	10090.ENSMUSP00000035158	0	0	0	0	0.404	0	0	0.170	0.484
Apoc1	Ica	10090.ENSMUSP00000104091	10090.ENSMUSP00000035163	0	0	0	0	0.175	0	0	0.060	0.191
Apoc1	Mst1	10090.ENSMUSP00000104091	10090.ENSMUSP00000035211	0	0	0	0	0.171	0	0	0.047	0.176
Apoc1	C1qc	10090.ENSMUSP00000104091	10090.ENSMUSP00000036747	0	0	0	0	0.087	0	0	0.158	0.199
Apoc1	Fgg	10090.ENSMUSP00000104091	10090.ENSMUSP00000037018	0	0	0	0	0.419	0	0	0.331	0.595
Apoc1	Colec10	10090.ENSMUSP00000104091	10090.ENSMUSP00000037867	0	0	0	0	0.163	0	0	0	0.163
Apoc1	Lcat	10090.ENSMUSP00000104091	10090.ENSMUSP00000038232	0	0	0	0	0.151	0	0.800	0.563	0.919
Apoc1	Azgp1	10090.ENSMUSP00000104091	10090.ENSMUSP00000038559	0	0	0	0	0.252	0	0	0.224	0.395
Apoc1	Fgb	10090.ENSMUSP00000104091	10090.ENSMUSP00000039472	0	0	0	0	0.291	0	0	0.279	0.468
Apoc1	C1qb	10090.ENSMUSP00000104091	10090.ENSMUSP00000040246	0	0	0	0	0.062	0	0	0.220	0.237
Apoc1	C8g	10090.ENSMUSP00000104091	10090.ENSMUSP00000041855	0	0	0	0	0.218	0	0	0.104	0.269
Apoc1	Serpina3k	10090.ENSMUSP00000104091	10090.ENSMUSP00000042095	0	0	0	0	0.216	0	0	0.075	0.244
Apoc1	Serpina6	10090.ENSMUSP00000104091	10090.ENSMUSP00000044033	0	0	0	0	0.208	0	0	0.123	0.276
Apoc1	Crp	10090.ENSMUSP00000104091	10090.ENSMUSP00000044665	0	0	0	0	0.125	0	0	0.298	0.359
Apoc1	Thbs1	10090.ENSMUSP00000104091	10090.ENSMUSP00000044903	0	0	0	0	0	0	0	0.154	0.154
Apoc1	Itih2	10090.ENSMUSP00000104091	10090.ENSMUSP00000046530	0	0	0	0	0.181	0	0	0.130	0.257
Apoc1	Gc	10090.ENSMUSP00000104091	10090.ENSMUSP00000046636	0	0	0	0	0.419	0	0	0.171	0.498
Apoc1	Serpinf2	10090.ENSMUSP00000104091	10090.ENSMUSP00000048704	0	0	0	0	0.204	0	0	0.149	0.293
Apoc1	Mbl1	10090.ENSMUSP00000104091	10090.ENSMUSP00000048765	0	0	0	0	0.219	0	0	0	0.219
Apoc1	C1qa	10090.ENSMUSP00000104091	10090.ENSMUSP00000048836	0	0	0	0	0.080	0	0	0.154	0.189
Apoc1	Colec11	10090.ENSMUSP00000104091	10090.ENSMUSP00000049285	0	0	0	0	0.151	0	0	0.130	0.230
Apoc1	Masp2	10090.ENSMUSP00000104091	10090.ENSMUSP00000049729	0	0	0	0	0.180	0	0	0	0.180
Apoc1	Igfals	10090.ENSMUSP00000104091	10090.ENSMUSP00000060169	0	0	0	0	0.175	0	0	0.156	0.274
Apoc1	Pltp	10090.ENSMUSP00000104091	10090.ENSMUSP00000061519	0	0	0	0	0.087	0	0.540	0.584	0.810
Apoc1	C1ra	10090.ENSMUSP00000104091	10090.ENSMUSP00000063707	0	0	0	0	0.100	0	0	0.116	0.171
Apoc1	C1s2	10090.ENSMUSP00000104091	10090.ENSMUSP00000066999	0	0	0	0	0.068	0	0	0.157	0.180
Apoc1	C8a	10090.ENSMUSP00000104091	10090.ENSMUSP00000067541	0	0	0	0	0.199	0	0	0.151	0.291
Apoc1	F10	10090.ENSMUSP00000104091	10090.ENSMUSP00000068389	0	0	0	0	0.185	0	0	0	0.185
Apoc1	Serpinc1	10090.ENSMUSP00000104091	10090.ENSMUSP00000068971	0	0	0	0	0.262	0	0	0.247	0.421
Apoc1	Cpn2	10090.ENSMUSP00000104091	10090.ENSMUSP00000069318	0	0	0	0	0.185	0	0	0	0.185
Apoc1	C4b	10090.ENSMUSP00000104091	10090.ENSMUSP00000069418	0	0	0	0	0.154	0	0	0.155	0.254
Apoc1	Serpina1c	10090.ENSMUSP00000104091	10090.ENSMUSP00000073695	0	0	0	0	0.211	0	0	0.099	0.259
Apoc1	Hp	10090.ENSMUSP00000104091	10090.ENSMUSP00000074436	0	0	0	0	0.201	0	0	0.308	0.424
Apoc1	Ttr	10090.ENSMUSP00000104091	10090.ENSMUSP00000074783	0	0	0	0	0.209	0	0	0.464	0.558
Apoc1	Orm2	10090.ENSMUSP00000104091	10090.ENSMUSP00000074810	0	0	0	0	0.134	0	0	0.122	0.208
Apoc1	Saa2	10090.ENSMUSP00000104091	10090.ENSMUSP00000075365	0	0	0	0	0.141	0	0.540	0.328	0.711
Apoc1	Cfi	10090.ENSMUSP00000104091	10090.ENSMUSP00000077074	0	0	0	0	0.304	0	0	0.146	0.380
Apoc1	Serpina1d	10090.ENSMUSP00000104091	10090.ENSMUSP00000077909	0	0	0	0	0.407	0	0	0.099	0.443
Apoc1	Mup19	10090.ENSMUSP00000104091	10090.ENSMUSP00000079442	0	0	0	0	0.156	0	0	0.088	0.197
Apoc1	Mug2	10090.ENSMUSP00000104091	10090.ENSMUSP00000080469	0	0	0	0	0.203	0	0	0	0.203
Apoc1	Gpx3	10090.ENSMUSP00000104091	10090.ENSMUSP00000081011	0	0	0	0	0.103	0	0	0.115	0.172
Apoc1	Serpina1e	10090.ENSMUSP00000104091	10090.ENSMUSP00000082130	0	0	0	0	0.174	0	0	0.099	0.224
Apoc1	Serpina1a	10090.ENSMUSP00000104091	10090.ENSMUSP00000082132	0	0	0	0	0.211	0	0	0.099	0.259
Apoc1	F5	10090.ENSMUSP00000104091	10090.ENSMUSP00000083204	0	0	0	0	0.142	0	0	0.074	0.171
Apoc1	Cp	10090.ENSMUSP00000104091	10090.ENSMUSP00000088857	0	0	0	0	0.100	0	0	0.152	0.204
Apoc1	Ces3a	10090.ENSMUSP00000104091	10090.ENSMUSP00000090910	0	0	0	0	0.182	0	0	0	0.181
Apoc1	Serpina1b	10090.ENSMUSP00000104091	10090.ENSMUSP00000093101	0	0	0	0	0.211	0	0	0.198	0.340
Apoc1	Mup18	10090.ENSMUSP00000104091	10090.ENSMUSP00000095648	0	0	0	0	0.163	0	0	0	0.163
Apoc1	Mup10	10090.ENSMUSP00000104091	10090.ENSMUSP00000095655	0	0	0	0	0.176	0	0	0	0.175
Apoc1	B2m	10090.ENSMUSP00000104091	10090.ENSMUSP00000099534	0	0	0	0	0	0	0	0.188	0.188
Apoc1	Mup17	10090.ENSMUSP00000104091	10090.ENSMUSP00000103108	0	0	0	0	0.168	0	0	0	0.167
Apoc1	Mup12	10090.ENSMUSP00000104091	10090.ENSMUSP00000112787	0	0	0	0	0.162	0	0	0.087	0.202
Apoc1	Klkb1	10090.ENSMUSP00000104091	10090.ENSMUSP00000112174	0	0	0	0	0.095	0	0	0.156	0.203
Apoc1	Pglyrp2	10090.ENSMUSP00000104091	10090.ENSMUSP00000129964	0	0	0	0	0.153	0	0	0.106	0.212
Apoc1	H2-Q10	10090.ENSMUSP00000104091	10090.ENSMUSP00000134163	0	0	0	0	0.193	0	0	0.095	0.238
Apoc1	C1s1	10090.ENSMUSP00000104091	10090.ENSMUSP00000125531	0	0	0	0	0.141	0	0	0.156	0.244
Apoc1	Sepp1	10090.ENSMUSP00000104091	10090.ENSMUSP00000124305	0	0	0	0	0.123	0	0	0.198	0.267
Apoc1	Cfh	10090.ENSMUSP00000104091	10090.ENSMUSP00000107607	0	0	0	0	0.117	0	0	0.211	0.274
Apoc1	Itih1	10090.ENSMUSP00000104091	10090.ENSMUSP00000126449	0	0	0	0	0.220	0	0	0.178	0.332
Apoc1	Serpina3m	10090.ENSMUSP00000104091	10090.ENSMUSP00000130979	0	0	0	0	0.408	0	0	0.086	0.436
Apoc1	Fga	10090.ENSMUSP00000104091	10090.ENSMUSP00000133117	0	0	0	0	0.405	0	0	0.409	0.633
Apoc1	Saa1	10090.ENSMUSP00000104091	10090.ENSMUSP00000119150	0	0	0	0	0.152	0	0.540	0.366	0.731
Apoc1	Apoc2	10090.ENSMUSP00000104091	10090.ENSMUSP00000115173	0	0	0	0	0.429	0	0.800	0.742	0.967
Apoc1	Apoe	10090.ENSMUSP00000104091	10090.ENSMUSP00000133302	0	0	0	0	0.732	0	0.540	0.873	0.983
Apoc2	Apoh	10090.ENSMUSP00000115173	10090.ENSMUSP00000000049	0	0	0	0	0.239	0	0.720	0.414	0.864
Apoc2	Serpinf1	10090.ENSMUSP00000115173	10090.ENSMUSP00000000769	0	0	0	0	0.077	0	0	0.196	0.226
Apoc2	Pon1	10090.ENSMUSP00000115173	10090.ENSMUSP00000002663	0	0	0	0	0.222	0	0.720	0.424	0.863
Apoc2	Apoc4	10090.ENSMUSP00000115173	10090.ENSMUSP00000003071	0	0	0	0	0.325	0	0.720	0.743	0.947
Apoc2	Itih3	10090.ENSMUSP00000115173	10090.ENSMUSP00000006697	0	0	0	0	0.248	0	0	0.147	0.332
Apoc2	Itih4	10090.ENSMUSP00000115173	10090.ENSMUSP00000006703	0	0	0	0	0.216	0	0	0.062	0.233
Apoc2	Saa4	10090.ENSMUSP00000115173	10090.ENSMUSP00000006952	0	0	0	0	0.116	0	0.540	0.304	0.692
Apoc2	Plg	10090.ENSMUSP00000115173	10090.ENSMUSP00000014578	0	0	0	0	0.588	0	0	0.248	0.677
Apoc2	Cd5l	10090.ENSMUSP00000115173	10090.ENSMUSP00000015998	0	0	0	0	0.186	0	0	0.138	0.269
Apoc2	Vtn	10090.ENSMUSP00000115173	10090.ENSMUSP00000017488	0	0	0	0	0.212	0	0	0.180	0.326
Apoc2	Gpld1	10090.ENSMUSP00000115173	10090.ENSMUSP00000021773	0	0	0	0	0.062	0	0.540	0.108	0.581
Apoc2	F12	10090.ENSMUSP00000115173	10090.ENSMUSP00000021948	0	0	0	0	0.230	0	0	0.119	0.293
Apoc2	Cpb2	10090.ENSMUSP00000115173	10090.ENSMUSP00000022576	0	0	0	0	0.220	0	0	0	0.220
Apoc2	Clu	10090.ENSMUSP00000115173	10090.ENSMUSP00000022616	0	0	0	0	0	0	0.720	0.325	0.802
Apoc2	C9	10090.ENSMUSP00000115173	10090.ENSMUSP00000022749	0	0	0	0	0.285	0	0	0.119	0.344
Apoc2	Serpind1	10090.ENSMUSP00000115173	10090.ENSMUSP00000023450	0	0	0	0	0.227	0	0	0.236	0.384
Apoc2	Fetub	10090.ENSMUSP00000115173	10090.ENSMUSP00000023587	0	0	0	0	0.409	0	0	0.298	0.567
Apoc2	Kng1	10090.ENSMUSP00000115173	10090.ENSMUSP00000023589	0	0	0	0	0.387	0	0	0.185	0.479
Apoc2	Hrg	10090.ENSMUSP00000115173	10090.ENSMUSP00000023590	0	0	0	0	0.238	0	0	0.222	0.382
Apoc2	Serping1	10090.ENSMUSP00000115173	10090.ENSMUSP00000023994	0	0	0	0	0.114	0	0	0.136	0.203
Apoc2	C3	10090.ENSMUSP00000115173	10090.ENSMUSP00000024988	0	0	0	0	0.172	0	0	0.145	0.263
Apoc2	Cfb	10090.ENSMUSP00000115173	10090.ENSMUSP00000025229	0	0	0	0	0.198	0	0	0.097	0.245
Apoc2	Apom	10090.ENSMUSP00000115173	10090.ENSMUSP00000025249	0	0	0	0	0.729	0	0.720	0.423	0.952
Apoc2	Mbl2	10090.ENSMUSP00000115173	10090.ENSMUSP00000025797	0	0	0	0	0.220	0	0	0.114	0.279
Apoc2	Rbp4	10090.ENSMUSP00000115173	10090.ENSMUSP00000025951	0	0	0	0	0.212	0	0	0.148	0.300
Apoc2	Cpn1	10090.ENSMUSP00000115173	10090.ENSMUSP00000026210	0	0	0	0	0.180	0	0	0	0.180
Apoc2	Cps1	10090.ENSMUSP00000115173	10090.ENSMUSP00000027144	0	0	0	0	0.280	0	0	0.171	0.377
Apoc2	Spp2	10090.ENSMUSP00000115173	10090.ENSMUSP00000027518	0	0	0	0	0.214	0	0	0.114	0.273
Apoc2	F13b	10090.ENSMUSP00000115173	10090.ENSMUSP00000027615	0	0	0	0	0.212	0	0	0.149	0.301
Apoc2	C4bp	10090.ENSMUSP00000115173	10090.ENSMUSP00000027657	0	0	0	0	0.142	0	0	0.286	0.361
Apoc2	Pigr	10090.ENSMUSP00000115173	10090.ENSMUSP00000027675	0	0	0	0	0.152	0	0	0.079	0.186
Apoc2	Hc	10090.ENSMUSP00000115173	10090.ENSMUSP00000028233	0	0	0	0	0.212	0	0	0.047	0.217
Apoc2	Gsn	10090.ENSMUSP00000115173	10090.ENSMUSP00000028239	0	0	0	0	0	0	0	0.193	0.193
Apoc2	Fcna	10090.ENSMUSP00000115173	10090.ENSMUSP00000028307	0	0	0	0	0.161	0	0	0	0.161
Apoc2	F2	10090.ENSMUSP00000115173	10090.ENSMUSP00000028681	0	0	0	0	0.258	0	0	0.092	0.298
Apoc2	Car2	10090.ENSMUSP00000115173	10090.ENSMUSP00000029078	0	0	0	0	0	0	0	0.294	0.294
Apoc2	Bche	10090.ENSMUSP00000115173	10090.ENSMUSP00000029367	0	0	0	0	0.098	0	0	0.146	0.196
Apoc2	Orm1	10090.ENSMUSP00000115173	10090.ENSMUSP00000030044	0	0	0	0	0.190	0	0	0.200	0.325
Apoc2	Hgfac	10090.ENSMUSP00000115173	10090.ENSMUSP00000030985	0	0	0	0	0.180	0	0	0.216	0.330
Apoc2	C8b	10090.ENSMUSP00000115173	10090.ENSMUSP00000031663	0	0	0	0	0.221	0	0	0.214	0.362
Apoc2	Mug1	10090.ENSMUSP00000115173	10090.ENSMUSP00000032228	0	0	0	0	0.220	0	0	0.070	0.244
Apoc2	Pzp	10090.ENSMUSP00000115173	10090.ENSMUSP00000032510	0	0	0	0	0.182	0	0	0.172	0.293
Apoc2	Hpx	10090.ENSMUSP00000115173	10090.ENSMUSP00000033185	0	0	0	0	0.393	0	0	0.153	0.464
Apoc2	F7	10090.ENSMUSP00000115173	10090.ENSMUSP00000033820	0	0	0	0	0.239	0	0	0	0.239
Apoc2	Proz	10090.ENSMUSP00000115173	10090.ENSMUSP00000033822	0	0	0	0	0.232	0	0	0.062	0.249
Apoc2	Ces1c	10090.ENSMUSP00000115173	10090.ENSMUSP00000034189	0	0	0	0	0.203	0	0	0.047	0.208
Apoc2	Apoc3	10090.ENSMUSP00000115173	10090.ENSMUSP00000034586	0	0	0	0	0.419	0	0.800	0.800	0.974
Apoc2	Trf	10090.ENSMUSP00000115173	10090.ENSMUSP00000035158	0	0	0	0	0.302	0	0	0.111	0.354
Apoc2	Ica	10090.ENSMUSP00000115173	10090.ENSMUSP00000035163	0	0	0	0	0.307	0	0	0.060	0.320
Apoc2	Mst1	10090.ENSMUSP00000115173	10090.ENSMUSP00000035211	0	0	0	0	0.266	0	0	0.106	0.316
Apoc2	C1qc	10090.ENSMUSP00000115173	10090.ENSMUSP00000036747	0	0	0	0	0.114	0	0	0.127	0.194
Apoc2	Fgg	10090.ENSMUSP00000115173	10090.ENSMUSP00000037018	0	0	0	0	0.262	0	0	0.234	0.411
Apoc2	Colec10	10090.ENSMUSP00000115173	10090.ENSMUSP00000037867	0	0	0	0	0.175	0	0	0	0.175
Apoc2	Lcat	10090.ENSMUSP00000115173	10090.ENSMUSP00000038232	0	0	0	0	0.115	0	0.720	0.473	0.858
Apoc2	Azgp1	10090.ENSMUSP00000115173	10090.ENSMUSP00000038559	0	0	0	0	0.192	0	0	0.100	0.241
Apoc2	Fgb	10090.ENSMUSP00000115173	10090.ENSMUSP00000039472	0	0	0	0	0.242	0	0	0.149	0.328
Apoc2	C1qb	10090.ENSMUSP00000115173	10090.ENSMUSP00000040246	0	0	0	0	0.102	0	0	0.114	0.170
Apoc2	C8g	10090.ENSMUSP00000115173	10090.ENSMUSP00000041855	0	0	0	0	0.179	0	0	0.223	0.335
Apoc2	Serpina3k	10090.ENSMUSP00000115173	10090.ENSMUSP00000042095	0	0	0	0	0.221	0	0	0.061	0.237
Apoc2	Lrp1	10090.ENSMUSP00000115173	10090.ENSMUSP00000044004	0	0	0	0	0	0	0.900	0.105	0.906
Apoc2	Serpina6	10090.ENSMUSP00000115173	10090.ENSMUSP00000044033	0	0	0	0	0.193	0	0	0.064	0.213
Apoc2	Crp	10090.ENSMUSP00000115173	10090.ENSMUSP00000044665	0	0	0	0	0.153	0	0	0.202	0.295
Apoc2	Itih2	10090.ENSMUSP00000115173	10090.ENSMUSP00000046530	0	0	0	0	0.192	0	0	0.155	0.288
Apoc2	Gc	10090.ENSMUSP00000115173	10090.ENSMUSP00000046636	0	0	0	0	0.269	0	0	0.142	0.346
Apoc2	Serpina10	10090.ENSMUSP00000115173	10090.ENSMUSP00000048357	0	0	0	0	0.132	0	0	0.100	0.186
Apoc2	F13a1	10090.ENSMUSP00000115173	10090.ENSMUSP00000048667	0	0	0	0	0	0	0	0.193	0.193
Apoc2	Serpinf2	10090.ENSMUSP00000115173	10090.ENSMUSP00000048704	0	0	0	0	0.223	0	0	0.177	0.333
Apoc2	Mbl1	10090.ENSMUSP00000115173	10090.ENSMUSP00000048765	0	0	0	0	0.236	0	0	0.075	0.263
Apoc2	C1qa	10090.ENSMUSP00000115173	10090.ENSMUSP00000048836	0	0	0	0	0.096	0	0	0.152	0.201
Apoc2	Colec11	10090.ENSMUSP00000115173	10090.ENSMUSP00000049285	0	0	0	0	0.129	0	0	0.079	0.163
Apoc2	Masp2	10090.ENSMUSP00000115173	10090.ENSMUSP00000049729	0	0	0	0	0.147	0	0	0.070	0.173
Apoc2	Fbln1	10090.ENSMUSP00000115173	10090.ENSMUSP00000054583	0	0	0	0	0	0	0	0.161	0.161
Apoc2	Igfals	10090.ENSMUSP00000115173	10090.ENSMUSP00000060169	0	0	0	0	0.175	0	0	0	0.175
Apoc2	Pltp	10090.ENSMUSP00000115173	10090.ENSMUSP00000061519	0	0	0	0	0.064	0	0.720	0.458	0.845
Apoc2	C1ra	10090.ENSMUSP00000115173	10090.ENSMUSP00000063707	0	0	0	0	0.115	0	0	0.134	0.201
Apoc2	C8a	10090.ENSMUSP00000115173	10090.ENSMUSP00000067541	0	0	0	0	0.241	0	0	0.142	0.322
Apoc2	F10	10090.ENSMUSP00000115173	10090.ENSMUSP00000068389	0	0	0	0	0.417	0	0	0	0.417
Apoc2	Serpinc1	10090.ENSMUSP00000115173	10090.ENSMUSP00000068971	0	0	0	0	0.223	0	0	0.165	0.324
Apoc2	Cpn2	10090.ENSMUSP00000115173	10090.ENSMUSP00000069318	0	0	0	0	0.220	0	0	0.111	0.277
Apoc2	C4b	10090.ENSMUSP00000115173	10090.ENSMUSP00000069418	0	0	0	0	0.109	0	0	0.132	0.193
Apoc2	Serpina1c	10090.ENSMUSP00000115173	10090.ENSMUSP00000073695	0	0	0	0	0.195	0	0	0.092	0.238
Apoc2	Hp	10090.ENSMUSP00000115173	10090.ENSMUSP00000074436	0	0	0	0	0.182	0	0	0.165	0.288
Apoc2	Ttr	10090.ENSMUSP00000115173	10090.ENSMUSP00000074783	0	0	0	0	0.172	0	0	0.361	0.448
Apoc2	Orm2	10090.ENSMUSP00000115173	10090.ENSMUSP00000074810	0	0	0	0	0.143	0	0	0.064	0.163
Apoc2	Saa2	10090.ENSMUSP00000115173	10090.ENSMUSP00000075365	0	0	0	0	0.132	0	0.540	0.269	0.682
Apoc2	Cfi	10090.ENSMUSP00000115173	10090.ENSMUSP00000077074	0	0	0	0	0.282	0	0	0	0.282
